0	arithmetic_v2	8	0.5482862013947069	17	0.20049862773824845	19	0.16210703368486085	16	0.07377176513862926	11	0.0031689803878770582	1	0.002846336843950539	14	0.001941171123028048	9	0.0014263025917538895	4	0.0011136402909249503	15	6.298975564669225E-4	12	6.091418397214345E-4	2	5.985568986983206E-4	6	4.563370560889052E-4	3	4.432974740358631E-4	10	4.394240154909238E-4	13	3.918511524948334E-4	7	3.626268189900422E-4	18	3.605760908140923E-4	5	3.126228048350226E-4	0	2.3560909838369798E-4	
1	arraylist1_v2	19	0.477631294999765	11	0.26510451796643625	6	0.22263432494686458	8	0.007028825728065154	1	0.005791234635961178	14	0.003949559752880407	9	0.0029019941853620813	16	0.0022941476051062323	4	0.0022658429337039233	17	0.0014792574019381083	15	0.0012816067619936073	12	0.0012393766141577534	2	0.001217840204226881	3	9.019451408665399E-4	10	8.940640963815597E-4	13	7.972710507867138E-4	7	7.378104241340629E-4	18	7.336379566108519E-4	5	6.360708920308574E-4	0	4.7937670272836026E-4	
2	arraylist2_v2	6	0.5388402334455351	8	0.1898793314270371	4	0.18360985476653127	11	0.050951606050196746	19	0.032911174408032796	1	8.704043546488267E-4	14	5.936064110588896E-4	9	4.3616060043913277E-4	16	3.448031708631028E-4	17	2.2232773583343902E-4	15	1.926214661826553E-4	12	1.86274407759993E-4	2	1.8303755307085085E-4	3	1.355595184124825E-4	10	1.343750222091493E-4	13	1.198273318319844E-4	7	1.1089058662617985E-4	18	1.102634778781968E-4	5	9.559945488154682E-5	0	7.204881097046228E-5	
3	array_declaration_v2	19	0.5187361935534885	15	0.4289385704076457	8	0.0090310658509839	11	0.008284392205636622	1	0.007440933006353142	14	0.005074636303506317	9	0.0037286598930077203	16	0.00294766137263367	4	0.002911293796993823	17	0.0019006405229420676	12	0.0015924269927388333	2	0.0015647556940320106	6	0.0011929626213744663	3	0.0011588743662567537	10	0.0011487483175436379	13	0.0010243826834386406	7	9.479840280136359E-4	18	9.426229861524397E-4	5	8.172628450422571E-4	0	6.15932552215815E-4	
4	Bicycle_v2	1	0.549618691732525	19	0.4369671527151262	8	0.002603514826855411	11	0.0023882605104147856	14	0.0014629381598007115	9	0.0010749142433380777	16	8.497646030744698E-4	4	8.39280400660553E-4	17	5.479248921059293E-4	15	4.747140327758572E-4	12	4.59071759046984E-4	2	4.5109455705883675E-4	6	3.4391243778765556E-4	3	3.340853277781625E-4	10	3.3116614654340434E-4	13	2.953134822304363E-4	7	2.7328894654075935E-4	18	2.717434421447864E-4	5	2.35604077039671E-4	0	1.775637071522476E-4	
5	boolean_declaration_v2	19	0.5944349855709702	12	0.35057475267366744	8	0.00948120378702021	11	0.008697313478750171	1	0.007811813507163504	14	0.005327572817256397	9	0.003914508528829262	16	0.0030945824812054477	4	0.003056402226341766	17	0.001995374679049556	15	0.0017287631469886204	2	0.0016427482488571865	6	0.0012524237903012176	3	0.0012166364647686774	10	0.0012060057005830874	13	0.0010754412754634315	7	9.952346605310543E-4	18	9.896064067639522E-4	5	8.579979051488564E-4	0	6.46632650340091E-4	
6	boolean_expression_v2	19	0.494166950706206	12	0.27866760928426476	14	0.1720038855602997	8	0.010531003256665446	11	0.0096603172578515	1	0.008676770938836337	9	0.004347939670042845	16	0.003437227900555086	4	0.0033948201644340465	17	0.002216311105147418	15	0.0019201792029682866	2	0.0018246403671103386	6	0.0013910975136346673	3	0.001351347662223766	10	0.0013395398143202588	13	0.0011945187371420539	7	0.0011054313024625763	18	0.0010991798643454214	5	9.529991060528058E-4	0	7.182305854368608E-4	
7	boolean_operators_v2	8	0.3422981202059101	4	0.21513912723637285	12	0.21464362758084463	19	0.21272685004166694	11	0.0031124549279049206	1	0.002795566413197659	14	0.0019065462351513206	9	0.0014008614718382343	16	0.001107439500366295	17	7.140726579533337E-4	15	6.186620028324392E-4	2	5.878803719050815E-4	6	4.481973206407358E-4	3	4.3539032708089244E-4	10	4.3158595985212954E-4	13	3.8486165936950015E-4	7	3.5615860359178384E-4	18	3.541444544851986E-4	5	3.0704651666716885E-4	0	2.314065123687429E-4	
8	Constants_v2	8	0.3289064020502756	5	0.3242384872414118	19	0.3217796153849123	11	0.004708030741807868	1	0.004228691794409238	14	0.0028839223358047197	9	0.0021190022111800028	16	0.001675159747912062	4	0.0016544920079176993	17	0.0010801364528647878	15	9.358142673841562E-4	12	9.04978307376377E-4	2	8.892526727439619E-4	6	6.7796219153377E-4	3	6.585897923226866E-4	10	6.528351458198379E-4	13	5.821579960595483E-4	7	5.387405419548306E-4	18	5.356938549723557E-4	0	3.5003526133627766E-4	
9	constant_v2	8	0.49304520269817703	10	0.20431321681680495	4	0.1846878788966226	19	0.10040341047492575	11	0.0035565214415631563	1	0.003194421162764868	14	0.002178560885767249	9	0.0016007280351545696	16	0.0012654423660804364	17	8.159522877185919E-4	15	7.069290091326876E-4	12	6.836350335931952E-4	2	6.717556386147979E-4	6	5.121434423414815E-4	3	4.975092232916963E-4	13	4.397714265069082E-4	7	4.0697318984921424E-4	18	4.046716739558106E-4	5	3.508540831526618E-4	0	2.644222139823144E-4	
10	CreateObjectDemo_v2	11	0.34205301110492126	8	0.2890642804885228	4	0.21327562034809555	19	0.1480507530671421	1	0.0016661993606742977	14	0.0011363300485755672	9	8.349343724230419E-4	16	6.600504923741619E-4	17	4.255979756159411E-4	15	3.687317992970921E-4	12	3.565817398109248E-4	2	3.5038548724757425E-4	6	2.671323011973553E-4	3	2.5949914164126995E-4	10	2.572316819184711E-4	13	2.2938330055840848E-4	7	2.1227585036139246E-4	18	2.110753873933686E-4	5	1.8300431259757533E-4	0	1.379217396318772E-4	
11	CreateString_v2	19	0.4406803201470273	9	0.29850979300726355	11	0.1173006185554855	4	0.11311876749191696	8	0.007028825728065154	1	0.005791234635961178	14	0.003949559752880407	16	0.0022941476051062323	17	0.0014792574019381083	15	0.0012816067619936073	12	0.0012393766141577534	2	0.001217840204226881	6	9.284758304384827E-4	3	9.019451408665399E-4	10	8.940640963815597E-4	13	7.972710507867138E-4	7	7.378104241340629E-4	18	7.336379566108519E-4	5	6.360708920308574E-4	0	4.7937670272836026E-4	
12	create_2d_array_v2	15	0.4801795067524665	19	0.3561473814613043	1	0.12595227811685616	8	0.007589720900319135	11	0.006962215280792254	14	0.00426473174371152	9	0.0031335712071083265	16	0.0024772189125942226	4	0.0024466555490353565	17	0.0015973010649009184	12	0.0013382779650206557	2	0.001315022965267635	6	0.001002567525267116	3	9.739197059962458E-4	10	9.654097599030931E-4	13	8.60892699788278E-4	7	7.966871584487397E-4	18	7.921817310570246E-4	5	6.868288858059568E-4	0	5.176306143565525E-4	
13	Decision_If_v2	19	0.4192199304002767	8	0.23751093544746057	16	0.23259459370438584	4	0.07909025464984222	11	0.006695083873104507	1	0.006013436995147391	14	0.004101099372668458	9	0.00301334003730322	17	0.0015360146402847055	15	0.0013307803949000763	12	0.0012869299296245453	2	0.0012645671948431265	6	9.641002754730031E-4	3	9.365516368480006E-4	10	9.283682066391647E-4	13	8.278613341255405E-4	7	7.661192783215188E-4	18	7.617867184888842E-4	5	6.604761288591659E-4	0	4.977697814034519E-4	
14	do_while_v2	19	0.35370849667568893	8	0.2205838852477813	12	0.17936648442252548	4	0.10908786455211297	14	0.07507732896380355	9	0.038432838200243236	11	0.006217935228990088	1	0.005584868307572224	16	0.00221239736568263	17	0.0014265451673336675	15	0.0012359376605780368	2	0.0011744433765538745	6	8.953902864793969E-4	3	8.698049982494393E-4	10	8.622047889086849E-4	13	7.688608913260707E-4	7	7.115190997711757E-4	18	7.074953150172208E-4	5	6.134049800388961E-4	0	4.6229447134319806E-4	
15	for1_v2	8	0.4540416921458557	19	0.24776250922151288	14	0.1773932756455425	4	0.10137363301106289	11	0.004355482689814935	1	0.00391203773321995	9	0.0019603265052024837	16	0.001549719975257436	17	9.992533781298485E-4	15	8.657383662087978E-4	12	8.372114730334709E-4	2	8.226634096957329E-4	6	6.271948403719317E-4	3	6.09273090483005E-4	10	6.039493650012261E-4	13	5.385646809946403E-4	7	4.983984246213191E-4	18	4.955798804908365E-4	5	4.2967233880942477E-4	0	3.2382382469099463E-4	
